OrderID,OrderDate,Region,Salesperson,Category,Product,UnitsSold,UnitPrice,Revenue
1176,2025-01-30,Kuala Lumpur,Nadia,Beauty,Face Serum,8,50.89,407.12
1177,2025-01-30,Selangor,Kumar,Fashion,Backpack,8,91.02,728.16
1178,2025-01-30,Penang,Siti,Electronics,Power Bank,9,159.74,1437.66
1179,2025-01-30,Selangor,Divya,Beauty,Lip Tint,4,62.0,248.0
1180,2025-01-30,Selangor,Kumar,Home & Living,LED Lamp,1,100.06,100.06
1181,2025-01-30,Kuala Lumpur,Kumar,Home & Living,LED Lamp,9,67.6,608.4
1182,2025-01-30,Kuala Lumpur,Wei Ling,Fashion,Backpack,10,63.18,631.8
1183,2025-01-31,Sabah,Ain,Fashion,Backpack,2,104.65,209.3
1184,2025-01-31,Kuala Lumpur,Ain,Electronics,Power Bank,4,133.46,533.84
1185,2025-01-31,Kuala Lumpur,Farid,Fashion,Sneakers,3,109.73,329.19
1186,2025-01-31,Selangor,Farid,Beauty,Hair Dryer,6,47.67,286.02
1187,2025-02-01,Sabah,Nadia,Home & Living,LED Lamp,12,99.86,1198.32
1188,2025-02-01,Johor,Ryan,Electronics,Wireless Earbuds,8,155.17,1241.36
1189,2025-02-01,Selangor,Siti,Beauty,Hair Dryer,2,59.83,119.66
1190,2025-02-01,Sabah,Siti,Home & Living,LED Lamp,3,71.4,214.2
1191,2025-02-01,Johor,Farid,Fashion,Wallet,9,101.14,910.26
1192,2025-02-01,Selangor,Ryan,Home & Living,Blender,8,105.73,845.84
1193,2025-02-02,Johor,Ryan,Beauty,Hair Dryer,12,34.5,414.0
1194,2025-02-02,Penang,Divya,Fashion,Sunglasses,3,106.27,318.81
1195,2025-02-02,Selangor,Siti,Electronics,Wireless Earbuds,2,120.28,240.56
1196,2025-02-02,Kuala Lumpur,Siti,Electronics,Power Bank,11,94.27,1036.97
1197,2025-02-02,Johor,Farid,Electronics,Power Bank,10,110.25,1102.5
1198,2025-02-03,Sabah,Farid,Home & Living,Storage Box,11,83.0,913.0
1199,2025-02-03,Penang,Ryan,Fashion,Sneakers,5,99.17,495.85
1200,2025-02-03,Sabah,Nadia,Electronics,Power Bank,1,99.15,99.15
1201,2025-02-03,Penang,Ryan,Fashion,Sneakers,3,117.8,353.4
1202,2025-02-03,Selangor,Kumar,Home & Living,LED Lamp,2,97.78,195.56
1203,2025-02-03,Johor,Nadia,Beauty,Hair Dryer,6,36.46,218.76
1204,2025-02-03,Penang,Ain,Electronics,Wireless Earbuds,3,97.22,291.66
1205,2025-02-04,Selangor,Divya,Fashion,Wallet,11,89.71,986.81
1206,2025-02-04,Johor,Ryan,Fashion,Backpack,9,70.17,631.53
1207,2025-02-04,Selangor,Ain,Fashion,Wallet,9,105.03,945.27
1208,2025-02-04,Kuala Lumpur,Kumar,Beauty,Face Serum,1,37.94,37.94
1209,2025-02-04,Kuala Lumpur,Divya,Fashion,Sunglasses,6,70.56,423.36
1210,2025-02-04,Johor,Kumar,Home & Living,Storage Box,7,85.82,600.74
1211,2025-02-04,Sabah,Ain,Fashion,Sneakers,7,117.29,821.03
1212,2025-02-04,Johor,Ryan,Electronics,Bluetooth Speaker,2,156.42,312.84
1213,2025-02-05,Johor,Siti,Beauty,Lip Tint,2,44.26,88.52
1214,2025-02-05,Kuala Lumpur,Farid,Beauty,Lip Tint,2,45.26,90.52
1215,2025-02-05,Kuala Lumpur,Nadia,Beauty,Hair Dryer,9,33.98,305.82
1216,2025-02-05,Penang,Farid,Home & Living,Air Fryer,3,60.28,180.84
1217,2025-02-05,Sabah,Wei Ling,Home & Living,Air Fryer,6,96.73,580.38
1218,2025-02-05,Kuala Lumpur,Wei Ling,Electronics,Smartwatch,5,100.57,502.85
1219,2025-02-05,Selangor,Divya,Home & Living,Blender,8,98.25,786.0
1220,2025-02-06,Sabah,Divya,Fashion,Sunglasses,3,90.71,272.13
1221,2025-02-06,Johor,Farid,Fashion,Sunglasses,10,66.54,665.4
1222,2025-02-06,Penang,Nadia,Beauty,Hair Dryer,1,33.29,33.29
1223,2025-02-06,Selangor,Ain,Electronics,Bluetooth Speaker,8,132.75,1062.0
1224,2025-02-06,Johor,Wei Ling,Home & Living,Air Fryer,10,82.64,826.4
1225,2025-02-06,Selangor,Farid,Beauty,Face Serum,6,62.45,374.7
1226,2025-02-06,Sabah,Divya,Home & Living,LED Lamp,4,95.63,382.52
1227,2025-02-06,Sabah,Ryan,Home & Living,Air Fryer,6,107.4,644.4
1228,2025-02-07,Penang,Ryan,Electronics,Power Bank,2,111.69,223.38
1229,2025-02-07,Penang,Wei Ling,Fashion,Backpack,6,68.13,408.78
1230,2025-02-07,Penang,Farid,Fashion,Wallet,3,100.49,301.47
1231,2025-02-07,Penang,Farid,Beauty,Lip Tint,3,52.61,157.83
1232,2025-02-07,Johor,Kumar,Fashion,Sneakers,6,82.46,494.76
1233,2025-02-07,Penang,Wei Ling,Beauty,Sunscreen,4,63.0,252.0
1234,2025-02-08,Penang,Wei Ling,Electronics,Wireless Earbuds,11,112.29,1235.19
1235,2025-02-08,Sabah,Wei Ling,Beauty,Sunscreen,3,37.2,111.6
1236,2025-02-08,Johor,Kumar,Electronics,Bluetooth Speaker,6,140.81,844.86
1237,2025-02-09,Sabah,Nadia,Fashion,Wallet,4,96.64,386.56
1238,2025-02-09,Johor,Divya,Home & Living,Air Fryer,11,109.04,1199.44
1239,2025-02-09,Johor,Wei Ling,Fashion,Wallet,9,96.23,866.07
1240,2025-02-09,Kuala Lumpur,Siti,Home & Living,Air Fryer,1,91.91,91.91
1241,2025-02-09,Sabah,Wei Ling,Electronics,Wireless Earbuds,5,91.05,455.25
1242,2025-02-09,Penang,Kumar,Beauty,Sunscreen,7,34.39,240.73
1243,2025-02-10,Johor,Siti,Fashion,Sneakers,7,66.36,464.52
1244,2025-02-10,Kuala Lumpur,Siti,Beauty,Face Serum,6,38.57,231.42
1245,2025-02-10,Selangor,Divya,Fashion,Backpack,3,65.41,196.23
1246,2025-02-10,Kuala Lumpur,Farid,Beauty,Hair Dryer,10,31.67,316.7
1247,2025-02-10,Selangor,Ryan,Fashion,Backpack,3,97.57,292.71
1248,2025-02-10,Selangor,Kumar,Fashion,Backpack,5,70.68,353.4
1249,2025-02-10,Johor,Divya,Beauty,Face Serum,2,57.86,115.72
1250,2025-02-10,Sabah,Ryan,Electronics,Smartwatch,12,96.06,1152.72
1251,2025-02-10,Selangor,Farid,Fashion,Backpack,10,89.24,892.4
1252,2025-02-11,Penang,Ain,Electronics,Wireless Earbuds,7,157.36,1101.52
1253,2025-02-11,Johor,Farid,Fashion,Sunglasses,12,64.02,768.24
1254,2025-02-11,Penang,Siti,Home & Living,LED Lamp,10,97.17,971.7
1255,2025-02-11,Kuala Lumpur,Wei Ling,Electronics,Power Bank,9,112.44,1011.96
1256,2025-02-11,Johor,Divya,Beauty,Sunscreen,3,33.49,100.47
1257,2025-02-11,Selangor,Ain,Fashion,Backpack,1,112.84,112.84
1258,2025-02-11,Penang,Ain,Fashion,Wallet,9,92.82,835.38
1259,2025-02-12,Kuala Lumpur,Siti,Fashion,Sunglasses,1,117.55,117.55
1260,2025-02-12,Penang,Divya,Electronics,Power Bank,7,158.72,1111.04
1261,2025-02-12,Johor,Siti,Fashion,Backpack,8,106.6,852.8
1262,2025-02-12,Sabah,Ryan,Fashion,Sneakers,12,89.74,1076.88
1263,2025-02-12,Sabah,Siti,Home & Living,Air Fryer,6,61.75,370.5
1264,2025-02-12,Penang,Wei Ling,Fashion,Wallet,10,108.21,1082.1
1265,2025-02-12,Johor,Siti,Fashion,Wallet,1,108.79,108.79
1266,2025-02-12,Sabah,Ain,Beauty,Lip Tint,11,62.37,686.07
1267,2025-02-12,Selangor,Wei Ling,Beauty,Lip Tint,9,56.73,510.57
1268,2025-02-13,Kuala Lumpur,Siti,Beauty,Face Serum,3,33.62,100.86
1269,2025-02-13,Penang,Divya,Beauty,Face Serum,10,36.33,363.3
1270,2025-02-13,Penang,Siti,Fashion,Wallet,2,99.16,198.32
1271,2025-02-14,Penang,Wei Ling,Fashion,Backpack,2,64.63,129.26
1272,2025-02-14,Johor,Divya,Beauty,Face Serum,5,55.91,279.55
1273,2025-02-14,Kuala Lumpur,Farid,Fashion,Wallet,4,70.73,282.92
1274,2025-02-14,Johor,Siti,Home & Living,Blender,2,101.39,202.78
1275,2025-02-14,Penang,Wei Ling,Electronics,Power Bank,5,155.51,777.55
1276,2025-02-14,Penang,Kumar,Home & Living,LED Lamp,4,100.36,401.44
1277,2025-02-15,Johor,Divya,Electronics,Power Bank,9,132.07,1188.63
1278,2025-02-15,Sabah,Divya,Home & Living,LED Lamp,2,73.32,146.64
1279,2025-02-15,Sabah,Siti,Beauty,Hair Dryer,10,33.82,338.2
1280,2025-02-15,Selangor,Wei Ling,Beauty,Hair Dryer,11,47.8,525.8
1281,2025-02-15,Sabah,Ain,Home & Living,Storage Box,7,84.16,589.12
1282,2025-02-15,Selangor,Kumar,Home & Living,Air Fryer,3,65.07,195.21
1283,2025-02-15,Penang,Nadia,Fashion,Sneakers,5,75.37,376.85
1284,2025-02-15,Kuala Lumpur,Wei Ling,Fashion,Sneakers,9,103.38,930.42
1285,2025-02-15,Kuala Lumpur,Nadia,Fashion,Sneakers,1,68.12,68.12
1286,2025-02-16,Kuala Lumpur,Nadia,Beauty,Face Serum,8,59.5,476.0
1287,2025-02-16,Penang,Divya,Beauty,Sunscreen,11,44.29,487.19
1288,2025-02-16,Selangor,Divya,Electronics,Smartwatch,8,118.91,951.28
1289,2025-02-16,Kuala Lumpur,Siti,Fashion,Backpack,6,117.27,703.62
1290,2025-02-16,Penang,Farid,Beauty,Sunscreen,6,47.72,286.32
1291,2025-02-16,Penang,Kumar,Home & Living,Blender,2,70.98,141.96
1292,2025-02-16,Kuala Lumpur,Ryan,Electronics,Wireless Earbuds,5,163.41,817.05
1293,2025-02-16,Kuala Lumpur,Kumar,Home & Living,Air Fryer,10,96.38,963.8
1294,2025-02-17,Kuala Lumpur,Divya,Beauty,Hair Dryer,8,59.19,473.52
1295,2025-02-17,Selangor,Kumar,Electronics,Bluetooth Speaker,9,122.41,1101.69
1296,2025-02-17,Kuala Lumpur,Divya,Fashion,Sneakers,1,80.73,80.73
1297,2025-02-17,Penang,Nadia,Electronics,Wireless Earbuds,7,95.25,666.75
1298,2025-02-17,Penang,Kumar,Beauty,Lip Tint,1,44.12,44.12
1299,2025-02-17,Penang,Nadia,Fashion,Sneakers,7,94.77,663.39
1300,2025-02-17,Sabah,Siti,Electronics,Smartwatch,2,117.09,234.18
1301,2025-02-17,Sabah,Ryan,Fashion,Backpack,4,100.96,403.84
1302,2025-02-17,Sabah,Siti,Electronics,Wireless Earbuds,1,95.51,95.51
1303,2025-02-18,Johor,Wei Ling,Beauty,Sunscreen,10,59.63,596.3
1304,2025-02-18,Penang,Nadia,Fashion,Backpack,7,125.41,877.87
1305,2025-02-18,Sabah,Divya,Fashion,Wallet,12,98.46,1181.52
1306,2025-02-18,Selangor,Ryan,Fashion,Sunglasses,11,69.91,769.01
1307,2025-02-18,Sabah,Kumar,Fashion,Sneakers,10,92.9,929.0
1308,2025-02-18,Selangor,Ryan,Beauty,Sunscreen,9,51.31,461.79
1309,2025-02-18,Kuala Lumpur,Farid,Home & Living,LED Lamp,10,109.1,1091.0
1310,2025-02-18,Kuala Lumpur,Ryan,Electronics,Bluetooth Speaker,6,119.18,715.08
1311,2025-02-18,Kuala Lumpur,Wei Ling,Beauty,Hair Dryer,12,54.41,652.92
1312,2025-02-19,Kuala Lumpur,Wei Ling,Fashion,Wallet,9,86.74,780.66
1313,2025-02-19,Johor,Nadia,Fashion,Sunglasses,11,111.64,1228.04
1314,2025-02-19,Sabah,Nadia,Beauty,Sunscreen,4,40.29,161.16
1315,2025-02-19,Kuala Lumpur,Divya,Fashion,Sunglasses,12,76.06,912.72
1316,2025-02-19,Penang,Nadia,Beauty,Lip Tint,9,60.91,548.19
1317,2025-02-19,Penang,Wei Ling,Electronics,Bluetooth Speaker,7,152.74,1069.18
1318,2025-02-19,Penang,Divya,Electronics,Power Bank,12,90.64,1087.68
1319,2025-02-20,Penang,Nadia,Beauty,Sunscreen,4,57.58,230.32
1320,2025-02-20,Sabah,Kumar,Fashion,Backpack,2,101.79,203.58
1321,2025-02-20,Kuala Lumpur,Farid,Electronics,Smartwatch,11,103.56,1139.16
1322,2025-02-20,Johor,Wei Ling,Fashion,Wallet,2,105.92,211.84
1323,2025-02-20,Selangor,Divya,Home & Living,Blender,11,108.36,1191.96
1324,2025-02-20,Johor,Ain,Home & Living,Air Fryer,6,71.98,431.88
1325,2025-02-20,Selangor,Wei Ling,Home & Living,LED Lamp,3,79.4,238.2
